,User,Tweet
393,SGinIndia,🇸🇬 Prime Minister Lee Hsien Loong has written to PM @narendramodi to express condolences on the passing of Mdm Heeraben Modi. #hiraben See below for the text: https://t.co/pgkYVucqkj
394,EklavyaJa,"West Bengal Chief Minister #MamataBanerjee expresses grief over demise of PM Modi's mother, appreciates virtual participation.

#RIPHeerabenModi | #HeerabaModi https://t.co/xpxRq9MZR2"
395,hecmedical,"Alhamdullah our letter has reached to the Prime Minister Pakistan sir @CMShehbaz .We hope that PM will take action and will solve our issue.
Also thanks to sir @sukburki for forwarding our letter to the PM .We salute to the struggle of sir Sami Ullah khan Burki. https://t.co/kixNj8hqGz"
396,rohit_l,"@sidhant The difference between the Pakistani PM Sharif and his Foreign Minister Bilawal Bhutto in their attitude towards the Indian PM Modi is striking, to put it mildly."
397,joshuarowe1,".@SKY  If you read the coalition agreement, you would see that the PM has a total veto on all activities in the West Bank. Now up to the Palestinians to try peace [for a change]

Benjamin Netanyahu sworn in as Israel's prime minister for sixth time https://t.co/zIVX8XSX0q"
398,WirecomIndia,"#Wirecom India deeply mourns the sudden demise of Mrs.Heeraben Modi our honourable Prime Minister's beloved mother who led her life by ascetic deals and values. Heartfelt Condolences to Hon'ble PM Narendra Modi ji and family. #OmShanthi🙏

#heerabenmodi #maa #pmmodi #modiji #rip https://t.co/1yjLK8tfjv"
399,Yash24332405,"Click Here For More Latest News: 👇👇👇
https://t.co/TffLYFyhsp
PM Narendra Modi wishes good health to cricketer Rishabh Pant
Prime Minister Narendra Modi on Friday prayed for the good health of star cricketer Rishabh Pant, who has been injured in a road accident. Pant suffer… https://t.co/NJ8SChuMCm"
400,PBNS_India,"Prime Minister of Bhutan Lotay Tshering, expresses his condolences on the passing away of PM @narendramodi's mother. https://t.co/UnIlGLnmfM"
401,sanu77777,@narendramodi Thanks PM Modi ji and thanks former rail minister and present CM mamata di this project giving WB people
402,Jeeturajput1967,@kishida230 @narendramodi Thank you Prime Minister Mr. Kishida for expressing your condolences to our PM Modi Ji. 🙏🙏🙏 India love Japan...
403,DevinandanS,@ANI Eyes are saying all..my deep admire to my prime minister for putting country first..may God give my pm enough strength to strengthen our country...lastly my pm narendra modi ji my proud...
404,rakesh_chopra,"Hats off to our Beloved Prime Minsiter.  PM set an example. How much care he do for his country's people. 
Today's Politician should learn from Prime Minister."
405,Tammywho1,Prime Minister 也是PMㄛ
406,ManushyaTheManu,"@HananyaNaftali After performing mother's last rites, PM Modi gives speech and virtually flags off Vande Bharat Express in West Bengal. No country in the world has such dedicated Prime minister. We Indians should be proud and work like him."
407,UltimatumArmada,"Prime Minister of Israel Benjamin Netanyahu @netanyahu extends condolences on the demise of PM
@narendramodi's mother #HeerabenModi."
408,FaizTvNetwork,"Shehbaz Sharif, the Prime Minister of Pakistan, presides over the NSC Meeting

#NSC #PM #FaizTVNetwork #FaizNews

https://t.co/Bi6oLTMMSy"
409,Doc_aman_Lviv,@kishida230 @narendramodi Thank you Prime Minister Kishida for your kind words for our beloved PM in this Hard Times 🙏
410,MapsofIndia,"Since its #independence, India has seen 14 full-time prime ministers. Pt. Jawaharlal Nehru of the #Indian #NationalCongress was the first Prime Minister (PM) of free #India.

Check out the list of all Indian #PrimeMinister to date.
https://t.co/QBFTCyBf7y

 #PM #Politics #News"
411,jankibaat1,"BREAKING : 

Prime Minister Narendra Modi 'prays' for Indian star cricketer Rishabh Pant's quick recovery. 

' Distressed by the accident of noted cricketer Rishabh Pant. I pray for his good health &amp; well being', tweets PM Modi.

#RishabhPant #NarendraModi https://t.co/7QMK8SqraZ"
412,ilona_mclean,@Phil_Burgundy @Number10cat She was a Prime Minister officially and will be receiving a PM’s pension 😂
413,PBNS_India,Prime Minister of Israel Benjamin Netanyahu (@netanyahu) condoles the demise of PM @narendramodi's mother. https://t.co/TLn4yO66UF
414,RAHULSAKHAWALKA,"Prime Minister Narendra Modi's mother, Heeraba Modi, passed away at the age of 100 in the wee hours of Friday. 

Taking to his official Twitter handle, PM Modi wrote, ""A glorious century rests at the feet of God.""
Om Shanti https://t.co/7z7EHv0GZx"
415,ee3827a0c35149c,"@narendramodi Om Shanti Condolences to our own Prime Minister Modiji s mother demise.She was pure soul. May her soul get moksha and strength to PM, family and all Indians to bear this loss. We salute modiji by being very strong and keeping Nation as priority in this time."
416,NewsNowNation,"PM Modi launches the Vande Bharat Express via video conferencing. Projects worth more than Rs 7,800 crore in West Bengal are to be launched by the Honourable Prime Minister. 

Link: https://t.co/zsfNzUNmY9

#VandeBharat #VandeBharatExpress #NarendraModi #NarendraModiji https://t.co/kOSw21ucVX"
417,VnembDelhi,"We are saddened to learn of the passing of Smt. #HeerabenModi, Hon'able Prime Minister @narendramodi's mother. Our deepest condolences to PM Modi and his family. https://t.co/utNWjJSfXQ"
418,kbsriram16,"Our Honourable PM #NarendraModi hasn't taken any leaves during 22 years of Service

Continuing his Official Engagements despite Personal Grief

True Karmayogi and Biggest Inspiration 🙏

One of the best Prime Minister in the World 🌍 

#BJP4IND
#PMOIndia https://t.co/G1GCCouFcS"
419,madmaxsetlur,@NARAYANRAO12 Did the then prime minister talk about India becoming a $5 trillion economy between 2004 and 2014? Not that I'm aware of. Maybe Ambani is extrapolating on the current PM's target. That's the best answer I can provide
420,PodilaSathish,"China #Communist party want to @RahulGandhi become a prime minister of India. Because if he become PM , chaina easily occupie Arunachal Pradesh what is happen in 1962 under his grandfather period.but this is not 1962 india. @DrSJaishankar sir why india not do that like China"
421,vismit82,@pm_modi2024 It’s shocking and sad news our honorable prime minister Shri Narendrabhai modi lost his mother. God give her peace and peace in heaven. Om shanti 🙏🙏🙏
422,Lockieda,"@CTVNews Ah yes the @CTVNews motto, We Hate The Prime Minister of Canada. More Conservative dribble from Fox-Lite and the Don Martin dog and pony show! The PM deserves a personal vacation and you don’t like it."
423,Sankartj,From the Chief Minister of Gujarat to the Prime Minister of India. PM Modi has been in continuous service for more than 21 years. Even today he continued his work after finishing rituals of the mother. His commitment to the work is Inspirational. #RIPHeerabenModi https://t.co/vvmtk2n6v5
424,TFT_,"Indian Prime Minister #NarendraModi's mother Herabin passed away

Indian PM Narendra Modi's mother Herabian passed away at the age of 99 after a brief illness. She lived with her younger son Pankaj Modi in Raisan village near Gandhinagar in Gujarat.
#Modi #modimother #Modiji https://t.co/KnKijUCG1X"
425,nayadaurpk,"Indian Prime Minister #NarendraModi's mother Herabin passed away

Indian PM Narendra Modi's mother Herabian passed away at the age of 99 after a brief illness. She lived with her younger son Pankaj Modi in Raisan village near Gandhinagar in Gujarat.
#Modi #modimother #Modiji https://t.co/g26vSjdgzU"
426,CSCNews4,"HEERABEN MODI DIED? फूट-फूट कर रोए PM Modi 2022!- CSC News
Our honorable prime minister confirm that his mother HEERABEN MODI 
https://t.co/9H5BNbJADa
#modimother #HeerabenModi #NarendraModi https://t.co/wrCt1HgXRh"
427,praveen_derin,"If incase DMK intends to do, what's the job of home minister in Delhi?

24*7 election campaign is the only job of Amit shah?

What happened to the promises made by modi in 2014 that illegal rohingya will be deported.

Another jumla by modi?"
428,AsiaPost3,Benjamin Netanyahu sworn-in as Israel’s new Prime Minister; PM Modi congratulates https://t.co/XCrs9b64ab
429,SevadalMKA,Deepest Condolences to Prime Minister Narendra Modi and in these moments extending love to PM and family.
430,keyurmajus,"Today our Honorable Prime minister has set a great example and trend we all Indians should follow that 'work is worship ' and one shouldn't sulk, however, big a loss is.
'Action speaks louder than words'
9.30AM - Mother's last rights
11AM - PM back to duties via video conference"
431,MancunianRaver,@BBCPolitics Can the PM answer Prime Minister's questions?
432,Vaibhavtha_kur,"Saddened to hear the demise of shrimati HeeraBa . Her life is the reflection of integrity, sacrifices,love and simplicity. Om Shanti 💐🙏 
Heartfelt condolences to prime minister @narendramodi and his family the whole nation stands with PM ."
433,asim_mz,"It only happens in Pakistan that an ADC to the Prime Minister records and then leaks confidential audios of the PM's office on the direction of a senior officer who is far junior to that of a PM in rank and authority. 

The certitude is that he got away with it. Banana Republic!"
434,imransaeekhan,"Prime Minister Shehbaz Sharif held telephone conversation with Turkish President Recep Tayyip Erdoğan. The PM invited President Recep Tayyip Erdoğan to the International Conference on Climate Resilient Pakistan being co-hosted with the United Nations in Geneva on January 9, 2023. https://t.co/ApYughaw5g"
435,DrManavAITC,"Coming live on @indiatvnews
Topic 
Prime Minister Narendra Modi  attended the development projects in West Bengal5:00 PM

@aitcofficial 
@abhishekaitc 
@mamataofficial https://t.co/tOeICHkBRj"
436,FaisalB03265422,"@realpakaffairs We request Prime Minister, federal government and sindh government to make PM's youth scheme candidates permanent."
437,EshantSapolia,"The News Of Demise Of Honorable PM Shri Narendra Modi's Respected Mother Mrs Hiraben Ji Is Sad. I Pray To God To Give Respected Mother A Place In Heaven And Give Strength To The Prime Minister, Family Members N All Well Wishers In Tis Moment Of Mourning. Om Shanti @narendramodi"
438,FaisalB03265422,"@ShamaJunejo We request Prime Minister, federal government and sindh government to make PM's youth scheme candidates permanent."
439,FaisalB03265422,"@WaheedBhattiPK @AfshanPmln @MaryamNSharif We request Prime Minister, federal government and sindh government to make PM's youth scheme candidates permanent."
440,AzEmbassyIndia,"The Embassy of Azerbaijan is deeply saddened at the demise of Prime Minister Narendra Modi’s beloved mother. Our deepest condolences and heartfelt thoughts to PM @narendramodi and his family in this time of sorrow.
@MEAIndia"
441,HamidKhanAliza1,"FM briefs PM on Resilient Pakistan Conference to be held in Geneva next month..
Foreign Minister Bilawal Bhutto Zardari called on Prime Minister Shehbaz Sharif in Islamabad on Friday.
Minister for Finance Ishaq Dar, Minister for Commerce Syed Naveed Qamar
1/2 https://t.co/bbknipjykf"
442,visshnumittal,"Impetus to public transportation has been the hallmark of Prime Minister Shri @narendramodi Ji, a true visionary and Karmayogi.
Today Kolkata metro's Joka-Taratala strech has been inaugurated by PM Sir."
443,EnglishRitam,"A centenarian, Heera Ben Modi, mother of PM Narendra Modi, passed away today morning in Ahmedabad. Here's looking back into the life of our Prime Minister's mother, in his own words.

#HeerabenModi #HeerabaModi #Heeraben #HeerabenModiPassedAway #NarendraModi #NarendraModiji https://t.co/IUJGLmlzKN"
444,KVVGiri3,My heart felt condolences to you PM sir Send your messages to Prime Minister Modi  https://t.co/CLDDHOBJkR
445,Foreversideways,"Just thinking it safe now to run a couple of year end competitions. Firstly Prime Minister Of The Year and secondly Chancellor Of The Year. So vote, vote, vote cos your votes count, who is you’re PM of the year ? #tories #competitions"
446,Rajkpkushwaha,"@ashoswai @KTRTRS @prakashraaj @pbhushan1 @BTR_KTR @akshayhunka @rejitweets @zoo_bear @KonathamDileep @drgaganbhagat Just broaden your understanding.......actually wherever Prine minister of Bharatvarsha goes,Media rushes to cover it.....and for sure they doesn't need  to be called upon to cover nations prime minister.They do it as it's there job.
Also Security also is for PM,not for  Modiji🫥."
447,Yashunal,"🇮🇳🇰🇷: South Korean President extends his condolences to Prime Minister Narendra Modi on the sad passing of PM's mother, Mataji Hiraben"
448,delsonnotlia,"Respect to our Hon’ble Prime Minister Shri. @narendramodi ji, in one day he fulfilled his duty as a son by performing last rites of his beloved mother &amp; in the same day as PM of India, he flag off Vande Bharat train in Bengal virtually. @PMOIndia @BJP4India @JPNadda @blsanthosh https://t.co/DxR8Uy9g4j"
449,Raymond35823829,"@dustytrack @sealy77 @EstherMcVey1 Just a thought which you don’t appear to understand “we NEVER vote for a Prime Minister “ it’s not our system ,Political Parties vote for a Leader( including Labour) win a GE and make who they want PM !"
450,hdpaknews,"Prime Minister Shehbaz Sharif on Friday offered condolences to his Indian counterpart, Narendra Modi, on the death of his mother. 
 
#NarendraModi #Shehbazsharif #PM #India #Pakistan #Paknews #PakNewsHD"
